"nivel","categoria","referencia","titulo","estado","fuente_oficial","url_canonica","url_pdf","aplicabilidad","notas","fecha_verificacion"
"Estatal","Profesorado universitario","BOE-A-1985-11578","Real Decreto 898/1985, de 30 de abril, sobre régimen del profesorado universitario","vigente_parcial","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1985-11578","https://www.boe.es/buscar/pdf/1985/BOE-A-1985-11578-consolidado.pdf","Régimen general histórico del profesorado funcionario, disciplina y dedicación","Norma antigua; aplicar solo en lo no desplazado por LOSU, TREBEP y normativa posterior","2026-08-08"
"Estatal","Retribuciones PDI","BOE-A-1989-21967","Real Decreto 1086/1989, de 28 de agosto, sobre retribuciones del profesorado universitario","vigente_parcial","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1989-21967","https://www.boe.es/buscar/pdf/1989/BOE-A-1989-21967-consolidado.pdf","Retribuciones y evaluación de actividad docente e investigadora","Última actualización identificada: 22 de septiembre de 2025; debe leerse con convocatorias y criterios de evaluación vigentes","2026-08-08"
"Estatal","Acreditación y concursos PDI","BOE-A-2023-19027","Real Decreto 678/2023, de 18 de julio, sobre acreditación estatal y concursos de acceso a cuerpos docentes universitarios","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2023-19027","https://www.boe.es/buscar/pdf/2023/BOE-A-2023-19027-consolidado.pdf","Acreditación a TU/CU y concursos de acceso","Complementar con criterios y resoluciones vigentes de ANECA","2026-08-08"
"Estatal","Homologación y equivalencia de títulos","BOE-A-2022-17045","Real Decreto 889/2022, de 18 de octubre, sobre homologación, equivalencia y convalidación de enseñanzas universitarias extranjeras","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2022-17045","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-17045-consolidado.pdf","Homologación y equivalencia de títulos extranjeros y correspondencia MECES","No regula sexenios; estos dependen del RD 1086/1989, la Orden de 2 de diciembre de 1994 y resoluciones anuales","2026-08-08"
"Estatal","Evaluación investigadora","BOE-A-1994-26927","Orden de 2 de diciembre de 1994 sobre evaluación de la actividad investigadora","vigente_parcial","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1994-26927","https://www.boe.es/buscar/pdf/1994/BOE-A-1994-26927-consolidado.pdf","Procedimiento de evaluación de sexenios","Complementar con el RD 1086/1989 y las convocatorias y criterios anuales","2026-08-08"
"Estatal","Enseñanzas y calidad","BOE-A-2021-15781","Real Decreto 822/2021, de 28 de septiembre, de organización de las enseñanzas universitarias y aseguramiento de su calidad","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2021-15781","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-15781-consolidado.pdf","Grado, máster, formación permanente, planes de estudio, verificación y calidad","Modificado, entre otras normas, por el RD 905/2025","2026-08-08"
"Estatal","Universidades y centros","BOE-A-2021-12613","Real Decreto 640/2021, de 27 de julio, de creación y reconocimiento de universidades y centros y acreditación institucional","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2021-12613","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-12613-consolidado.pdf","Requisitos de universidades y centros y acreditación institucional","Modificado por el RD 905/2025","2026-08-08"
"Estatal","Doctorado","BOE-A-2011-2541","Real Decreto 99/2011, de 28 de enero, por el que se regulan las enseñanzas oficiales de doctorado","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2011-2541","https://www.boe.es/buscar/pdf/2011/BOE-A-2011-2541-consolidado.pdf","Dirección de tesis, programas, evaluación, escuelas y doctorado industrial","Aplicable junto con reglamentos de doctorado UV","2026-08-08"
"Estatal","Personal investigador","BOE-A-2019-3700","Real Decreto 103/2019, de 1 de marzo, Estatuto del personal investigador predoctoral en formación (EPIF)","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2019-3700","https://www.boe.es/buscar/pdf/2019/BOE-A-2019-3700-consolidado.pdf","Contratos predoctorales, dedicación, docencia y derechos","Relevante para dirección y gestión de personal predoctoral","2026-08-08"
"Estatal","Estudiantado","BOE-A-2010-20147","Real Decreto 1791/2010, de 30 de diciembre, Estatuto del Estudiante Universitario","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2010-20147","https://www.boe.es/buscar/pdf/2010/BOE-A-2010-20147-consolidado.pdf","Derechos, deberes, participación, evaluación y tutorías","Interpretar conforme a la LOSU y la Ley de convivencia","2026-08-08"
"Estatal","Convivencia universitaria","BOE-A-2022-2978","Ley 3/2022, de 24 de febrero, de convivencia universitaria","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2022-2978","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-2978-consolidado.pdf","Normas de convivencia, mediación y régimen disciplinario estudiantil","El régimen disciplinario de PDI se rige por su normativa específica","2026-08-08"
"Estatal","Prácticas externas","BOE-A-2014-8138","Real Decreto 592/2014, de 11 de julio, sobre prácticas académicas externas","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2014-8138","https://www.boe.es/buscar/pdf/2014/BOE-A-2014-8138-consolidado.pdf","Tutoría, derechos, deberes, convenios y evaluación de prácticas","Complementar con Seguridad Social, reglamento UV y normativa ETSE","2026-08-08"
"Estatal","Créditos y calificaciones","BOE-A-2003-17643","Real Decreto 1125/2003, de 5 de septiembre, sobre ECTS y sistema de calificaciones","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2003-17643","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-17643-consolidado.pdf","Carga ECTS, escala de calificaciones y matrícula de honor","Aplicación directa en docencia y actas","2026-08-08"
"Estatal","Títulos","BOE-A-2003-17310","Real Decreto 1044/2003, de 1 de agosto, sobre el Suplemento Europeo al Título","vigente_parcial","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2003-17310","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-17310-consolidado.pdf","Expedientes y Suplemento Europeo al Título","Revisar junto con normativa posterior de expedición de títulos","2026-08-08"
"Estatal","Acceso y admisión","BOE-A-2014-6008","Real Decreto 412/2014, de 6 de junio, sobre procedimientos de admisión a enseñanzas universitarias oficiales de grado","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2014-6008","https://www.boe.es/buscar/pdf/2014/BOE-A-2014-6008-consolidado.pdf","Acceso y admisión a grado","Complementar con regulación autonómica y acuerdos UV","2026-08-08"
"Estatal","Procedimiento administrativo","BOE-A-2015-10565","Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2015-10565","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-10565-consolidado.pdf","Plazos, notificaciones, recursos, silencio, solicitudes y expedientes","Norma clave para reclamaciones y trámites UV","2026-08-08"
"Estatal","Régimen jurídico público","BOE-A-2015-10566","Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-10566-consolidado.pdf","Órganos colegiados, abstención, recusación, convenios y responsabilidad","Aplicación a órganos y actividad administrativa universitaria","2026-08-08"
"Estatal","Contratación","BOE-A-2017-12902","Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2017-12902","https://www.boe.es/buscar/pdf/2017/BOE-A-2017-12902-consolidado.pdf","Compras, servicios, contratos menores y proyectos de investigación","Complementar con instrucciones UV y límites vigentes","2026-08-08"
"Estatal","Subvenciones","BOE-A-2003-20977","Ley 38/2003, de 17 de noviembre, General de Subvenciones","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2003-20977","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-20977-consolidado.pdf","Ayudas, proyectos, justificación, reintegro y control","Aplicar junto con bases reguladoras y normativa autonómica","2026-08-08"
"Estatal","Subvenciones","BOE-A-2006-13371","Real Decreto 887/2006, de 21 de julio, Reglamento de la Ley General de Subvenciones","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2006-13371","https://www.boe.es/buscar/pdf/2006/BOE-A-2006-13371-consolidado.pdf","Desarrollo de gestión, justificación y control de subvenciones","Aplicación supletoria y según las bases de cada ayuda","2026-08-08"
"Estatal","Transparencia","BOE-A-2013-12887","Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2013-12887","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-12887-consolidado.pdf","Publicidad activa, acceso a información y buen gobierno","Complementar con Ley valenciana 1/2022","2026-08-08"
"Estatal","Protección de datos","BOE-A-2018-16673","Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de derechos digitales","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2018-16673","https://www.boe.es/buscar/pdf/2018/BOE-A-2018-16673-consolidado.pdf","Datos de estudiantes, investigación, evaluación, videograbación y derechos digitales laborales","Aplicar junto con RGPD y normativa UV","2026-08-08"
"Unión Europea","Protección de datos","Reglamento (UE) 2016/679","Reglamento General de Protección de Datos (RGPD)","vigente","EUR-Lex","https://eur-lex.europa.eu/eli/reg/2016/679/oj","https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32016R0679","Tratamiento de datos personales en docencia, investigación y gestión","Texto europeo directamente aplicable","2026-08-08"
"Estatal","Igualdad","BOE-A-2007-6115","Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2007-6115","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-6115-consolidado.pdf","Igualdad, representación, empleo, ciencia y protocolos","Complementar con planes y protocolos UV","2026-08-08"
"Estatal","Igualdad de trato","BOE-A-2022-11589","Ley 15/2022, de 12 de julio, integral para la igualdad de trato y la no discriminación","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2022-11589","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-11589-consolidado.pdf","No discriminación en educación superior y empleo","Norma transversal","2026-08-08"
"Estatal","Discapacidad","BOE-A-2013-12632","Real Decreto Legislativo 1/2013, de 29 de noviembre, Ley General de derechos de las personas con discapacidad","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2013-12632","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-12632-consolidado.pdf","Accesibilidad, ajustes razonables y no discriminación","Aplicable a docencia, evaluación, empleo e instalaciones","2026-08-08"
"Estatal","Prevención de riesgos","BOE-A-1995-24292","Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1995-24292","https://www.boe.es/buscar/pdf/1995/BOE-A-1995-24292-consolidado.pdf","Seguridad y salud en aulas, laboratorios y centros de investigación","Última actualización identificada: 9 de abril de 2026","2026-08-08"
"Estatal","Prevención de riesgos","BOE-A-1997-1853","Real Decreto 39/1997, de 17 de enero, Reglamento de los Servicios de Prevención","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1997-1853","https://www.boe.es/buscar/pdf/1997/BOE-A-1997-1853-consolidado.pdf","Organización preventiva y evaluación de riesgos","Complementar con protocolos UV de laboratorios","2026-08-08"
"Estatal","Integridad y denuncias","BOE-A-2023-4513","Ley 2/2023, de 20 de febrero, de protección de informantes y lucha contra la corrupción","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2023-4513","https://www.boe.es/buscar/pdf/2023/BOE-A-2023-4513-consolidado.pdf","Canales internos, confidencialidad y protección frente a represalias","Desarrollada en la UV mediante reglamento propio","2026-08-08"
"Estatal","Propiedad intelectual","BOE-A-1996-8930","Real Decreto Legislativo 1/1996, de 12 de abril, texto refundido de la Ley de Propiedad Intelectual","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-1996-8930","https://www.boe.es/buscar/pdf/1996/BOE-A-1996-8930-consolidado.pdf","Material docente, software, publicaciones, tesis y repositorios","Distinguir propiedad intelectual de propiedad industrial","2026-08-08"
"Estatal","Patentes","BOE-A-2015-8328","Ley 24/2015, de 24 de julio, de Patentes","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2015-8328","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-8328-consolidado.pdf","Invenciones laborales, patentes y transferencia","Aplicar junto con Ley de la Ciencia y reglamentos UV de resultados","2026-08-08"
"Estatal","Secretos empresariales","BOE-A-2019-2364","Ley 1/2019, de 20 de febrero, de Secretos Empresariales","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2019-2364","https://www.boe.es/buscar/pdf/2019/BOE-A-2019-2364-consolidado.pdf","Confidencialidad, know-how y colaboración con empresas","Relevante en contratos y TFG/TFM confidenciales","2026-08-08"
"Estatal","Invenciones en universidades","BOE-A-2002-1697","Real Decreto 55/2002, de 18 de enero, sobre explotación y cesión de invenciones de entes públicos de investigación","vigente_parcial","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2002-1697","https://www.boe.es/buscar/pdf/2002/BOE-A-2002-1697-consolidado.pdf","Titularidad y participación en beneficios de resultados de investigación","Revisar compatibilidad con Ley de Patentes, Ley de la Ciencia y normativa UV","2026-08-08"
"Estatal","Investigación biomédica","BOE-A-2007-12945","Ley 14/2007, de 3 de julio, de Investigación biomédica","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2007-12945","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-12945-consolidado.pdf","Investigación con muestras humanas, biobancos y garantías éticas","Solo aplicable cuando el proyecto entra en su ámbito material","2026-08-08"
"Estatal","Experimentación animal","BOE-A-2013-1337","Real Decreto 53/2013, de 1 de febrero, sobre protección de animales utilizados en experimentación","vigente","BOE","https://www.boe.es/buscar/act.php?id=BOE-A-2013-1337","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-1337-consolidado.pdf","Proyectos con animales, autorización y bienestar","Solo aplicable cuando proceda","2026-08-08"
"Autonómico valenciano","Autogobierno","BOE-A-1982-17235","Ley Orgánica 5/1982, de 1 de julio, Estatuto de Autonomía de la Comunitat Valenciana","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235","https://www.boe.es/buscar/pdf/1982/BOE-A-1982-17235-consolidado.pdf","Marco competencial autonómico en universidades, función pública e investigación","Texto consolidado","2026-08-08"
"Autonómico valenciano","Universidades","BOE-A-2007-6118","Ley 4/2007, de 9 de febrero, de coordinación del Sistema Universitario Valenciano","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2007-6118","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-6118-consolidado.pdf","Ordenación, coordinación, calidad y financiación del sistema universitario valenciano","Última actualización identificada: 16 de abril de 2025","2026-08-08"
"Autonómico valenciano","Función pública","BOE-A-2021-8880","Ley 4/2021, de 16 de abril, de la Función Pública Valenciana","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-8880-consolidado.pdf","Desarrollo autonómico de empleo público y régimen del personal","La página UV de personal aún enlaza erróneamente la derogada Ley 10/2010; última actualización BOE identificada: 2 de julio de 2026","2026-08-08"
"Autonómico valenciano","Función pública - histórico","BOE-A-2010-12629","Ley 10/2010, de 9 de julio, de ordenación y gestión de la Función Pública Valenciana","derogada","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2010-12629","https://www.boe.es/buscar/pdf/2010/BOE-A-2010-12629-consolidado.pdf","Antecedente todavía enlazado en repertorios UV","Derogada por la Ley 4/2021; no confundir con BOE-A-2010-13313, que corresponde a una ley catalana","2026-08-08"
"Autonómico valenciano","Ciencia e investigación","BOE-A-2009-7515","Ley 2/2009, de 14 de abril, de coordinación del sistema valenciano de investigación científica y desarrollo tecnológico","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2009-7515","https://www.boe.es/buscar/pdf/2009/BOE-A-2009-7515-consolidado.pdf","Sistema valenciano de I+D, planificación, evaluación y transferencia","Modificada por legislación posterior; usar texto consolidado","2026-08-08"
"Autonómico valenciano","Transparencia","BOE-A-2022-8187","Ley 1/2022, de 13 de abril, de Transparencia y Buen Gobierno de la Comunitat Valenciana","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2022-8187","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-8187-consolidado.pdf","Obliga expresamente a las universidades públicas valencianas","Última actualización identificada: 31 de mayo de 2025","2026-08-08"
"Autonómico valenciano","Hacienda y subvenciones","BOE-A-2015-1952","Ley 1/2015, de 6 de febrero, de Hacienda Pública, Sector Público Instrumental y Subvenciones","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2015-1952","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-1952-consolidado.pdf","Gestión económico-presupuestaria y subvenciones autonómicas","Aplicar según convocatoria, financiación y naturaleza de la actuación","2026-08-08"
"Autonómico valenciano","Lengua","BOE-A-1984-1851","Ley 4/1983, de 23 de noviembre, de uso y enseñanza del valenciano","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-1984-1851","https://www.boe.es/buscar/pdf/1984/BOE-A-1984-1851-consolidado.pdf","Derechos lingüísticos y uso del valenciano","Complementar con Estatutos y Reglamento de usos lingüísticos UV","2026-08-08"
"Autonómico valenciano","Igualdad","BOE-A-2003-9334","Ley 9/2003, de 2 de abril, para la igualdad entre mujeres y hombres","vigente","BOE/DOGV","https://www.boe.es/buscar/act.php?id=BOE-A-2003-9334","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-9334-consolidado.pdf","Igualdad en el ámbito autonómico, empleo y educación","Complementar con normativa estatal y UV","2026-08-08"
"Autonómico valenciano","PDI laboral y retribuciones","Decreto 174/2002 y Decreto 83/2023","Decreto 174/2002, de 15 de octubre, sobre PDI contratado laboral y retribuciones adicionales, modificado para adaptación a la LOSU","vigente_con_adaptacion","DOGV","https://dogv.gva.es/datos/consolidacion/2002/D_2002_174_ca_D_2023_083.pdf","https://dogv.gva.es/datos/consolidacion/2002/D_2002_174_ca_D_2023_083.pdf","Figuras laborales PDI, régimen y complementos autonómicos","El Decreto 83/2023 adaptó categorías a la LOSU; la Generalitat anunció una futura regulación integral","2026-08-08"
"Autonómico valenciano","Negociación colectiva","DOGV 2023/11712","Convenio colectivo del personal laboral de las universidades públicas de la Comunitat Valenciana","vigente_segun_ambito_personal","DOGV","https://dogv.gva.es/datos/2023/11/30/pdf/2023_11712.pdf","https://dogv.gva.es/datos/2023/11/30/pdf/2023_11712.pdf","Condiciones de trabajo del personal laboral incluido en su ámbito","Comprobar ámbito personal, adhesión y posibles acuerdos posteriores","2026-08-08"
