"categoria","referencia","titulo","url","estado","ruta_local","bytes","sha256","error","fecha_descarga"
"Estatal","BOE-A-1989-21967","Real Decreto 1086/1989, de 28 de agosto, sobre retribuciones del profesorado universitario","https://www.boe.es/buscar/pdf/1989/BOE-A-1989-21967-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1989-21967_Real_Decreto_1086_1989_de_28_de_agosto_sobre_retribuciones_del_pr_72e7cc4529.pdf","182531","e66b1869d3b564b20e4d8a9a72277eaa59d7508a8e843d2feb003a6a554311b6","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2023-19027","Real Decreto 678/2023, de 18 de julio, sobre acreditación estatal y concursos de acceso a cuerpos docentes universitarios","https://www.boe.es/buscar/pdf/2023/BOE-A-2023-19027-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2023-19027_Real_Decreto_678_2023_de_18_de_julio_sobre_acreditacion_estatal_y_7fa4e110c4.pdf","274509","20dd5ef6b6083f1ff250d4b84c561b860ad465b94577b195dd73bcfb486b533b","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2022-17045","Real Decreto 889/2022, de 18 de octubre, sobre homologación, equivalencia y convalidación de enseñanzas universitarias extranjeras","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-17045-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2022-17045_Real_Decreto_889_2022_de_18_de_octubre_sobre_homologacion_equival_7f77819164.pdf","280729","3812db129cd9d58e1023c37d7995714693c75d17615c526c574319eec387f7f5","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-1994-26927","Orden de 2 de diciembre de 1994 sobre evaluación de la actividad investigadora","https://www.boe.es/buscar/pdf/1994/BOE-A-1994-26927-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1994-26927_Orden_de_2_de_diciembre_de_1994_sobre_evaluacion_de_la_actividad_bf99e32c7b.pdf","183351","5ecd28edb4682d3b74d9e931627b19f0195499274e544c576a36abd4c0e3bb23","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2021-15781","Real Decreto 822/2021, de 28 de septiembre, de organización de las enseñanzas universitarias y aseguramiento de su calidad","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-15781-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2021-15781_Real_Decreto_822_2021_de_28_de_septiembre_de_organizacion_de_las_e73dcf520d.pdf","378214","40d73a73410e79f078eaf3838f3cf33f0f01c6da9c4df3e38d75f5a8a91d7783","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2021-12613","Real Decreto 640/2021, de 27 de julio, de creación y reconocimiento de universidades y centros y acreditación institucional","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-12613-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2021-12613_Real_Decreto_640_2021_de_27_de_julio_de_creacion_y_reconocimiento_3aab69db52.pdf","310228","b5c24f31fab050e28460239bffb7862e668faa5d58095293d9d99d050335ab3e","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2011-2541","Real Decreto 99/2011, de 28 de enero, por el que se regulan las enseñanzas oficiales de doctorado","https://www.boe.es/buscar/pdf/2011/BOE-A-2011-2541-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2011-2541_Real_Decreto_99_2011_de_28_de_enero_por_el_que_se_regulan_las_ens_00531f1a3a.pdf","215656","fd7159f6008384249d3c1c0b3a4911ec5b14476e6a9aa8dc337cfd0a8bfc75e9","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2019-3700","Real Decreto 103/2019, de 1 de marzo, Estatuto del personal investigador predoctoral en formación (EPIF)","https://www.boe.es/buscar/pdf/2019/BOE-A-2019-3700-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2019-3700_Real_Decreto_103_2019_de_1_de_marzo_Estatuto_del_personal_investi_c94b713663.pdf","168201","b509603cf60362983b47050828f66dc7eea72b7d17912d14362a07da04a12ed9","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2010-20147","Real Decreto 1791/2010, de 30 de diciembre, Estatuto del Estudiante Universitario","https://www.boe.es/buscar/pdf/2010/BOE-A-2010-20147-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2010-20147_Real_Decreto_1791_2010_de_30_de_diciembre_Estatuto_del_Estudiante_d16a0baf30.pdf","284166","4d5d298fc953aaf89523350dea753c5e2778c11594baa606f391e1707f1ec588","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2022-2978","Ley 3/2022, de 24 de febrero, de convivencia universitaria","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-2978-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2022-2978_Ley_3_2022_de_24_de_febrero_de_convivencia_universitaria_402d716c11.pdf","205544","9042ebf782709b3fee549b76d8e26c70fcb89a74a14379985a6d58918701db92","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2014-8138","Real Decreto 592/2014, de 11 de julio, sobre prácticas académicas externas","https://www.boe.es/buscar/pdf/2014/BOE-A-2014-8138-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2014-8138_Real_Decreto_592_2014_de_11_de_julio_sobre_practicas_academicas_e_51280ff876.pdf","165782","f4ba900d50610b933a3060aff844d7d057852dd7a84398e017e7c1028e06c288","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2003-17643","Real Decreto 1125/2003, de 5 de septiembre, sobre ECTS y sistema de calificaciones","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-17643-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2003-17643_Real_Decreto_1125_2003_de_5_de_septiembre_sobre_ECTS_y_sistema_de_95e6d07adf.pdf","125863","6d13672d9c87e02cc0369444ba770cebd7149ee2ba1a144b2746905505a65792","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2003-17310","Real Decreto 1044/2003, de 1 de agosto, sobre el Suplemento Europeo al Título","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-17310-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2003-17310_Real_Decreto_1044_2003_de_1_de_agosto_sobre_el_Suplemento_Europeo_7c855b567f.pdf","156357","3062f061b680fddc015ff29dbf9e032dca97286d5c653df6c747716e163a6c12","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2014-6008","Real Decreto 412/2014, de 6 de junio, sobre procedimientos de admisión a enseñanzas universitarias oficiales de grado","https://www.boe.es/buscar/pdf/2014/BOE-A-2014-6008-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2014-6008_Real_Decreto_412_2014_de_6_de_junio_sobre_procedimientos_de_admis_dc2febf10c.pdf","240220","9f658a6fe2f654c4189a441883ddeac58813616948423172b7a99a0e729a742d","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2015-10565","Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-10565-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2015-10565_Ley_39_2015_de_1_de_octubre_del_Procedimiento_Administrativo_Comu_b757bc5548.pdf","579493","f92d4402b820d2af2dcf115832706210e984a5946218bae4a66650a52271417c","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2015-10566","Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-10566-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2015-10566_Ley_40_2015_de_1_de_octubre_de_Regimen_Juridico_del_Sector_Public_626ba7dd1c.pdf","775672","ac5ea378c0cf2e44fe7cfba8220576319c6422ff2448763997add27afaa5bf0a","","2026-08-08T17:02:44+02:00"
"Estatal","BOE-A-2017-12902","Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público","https://www.boe.es/buscar/pdf/2017/BOE-A-2017-12902-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2017-12902_Ley_9_2017_de_8_de_noviembre_de_Contratos_del_Sector_Publico_b27720990e.pdf","1647658","88162abf795794680ca1a06ed42b113d14d114c0160d074d363af2787bc5b5c8","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2003-20977","Ley 38/2003, de 17 de noviembre, General de Subvenciones","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-20977-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2003-20977_Ley_38_2003_de_17_de_noviembre_General_de_Subvenciones_456722ea52.pdf","448642","a336aa893c7234490780126bc91e5f57b99927fbd0e40d569447cc4f7dd1449b","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2006-13371","Real Decreto 887/2006, de 21 de julio, Reglamento de la Ley General de Subvenciones","https://www.boe.es/buscar/pdf/2006/BOE-A-2006-13371-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2006-13371_Real_Decreto_887_2006_de_21_de_julio_Reglamento_de_la_Ley_General_e9a2e24ef8.pdf","467086","37cb585b914bed68d288b7d916437e6f4d16a40aa0b7e3e40309b49c60da58b3","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2013-12887","Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-12887-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2013-12887_Ley_19_2013_de_9_de_diciembre_de_transparencia_acceso_a_la_inform_5a45745dfc.pdf","310588","02b2b6728ffdb035c2e95598f4c157a5e31253a1facf249259c0233256bc8517","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2018-16673","Ley Orgánica 3/2018, de 5 de diciembre, de Protección de Datos Personales y garantía de derechos digitales","https://www.boe.es/buscar/pdf/2018/BOE-A-2018-16673-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2018-16673_Ley_Organica_3_2018_de_5_de_diciembre_de_Proteccion_de_Datos_Pers_e460871be7.pdf","542839","a736af56c1f5527a44d59ad1b26d34da04231e6d4ba4865dd26d2e20ac0ba924","","2026-08-08T17:02:45+02:00"
"Unión Europea","Reglamento (UE) 2016/679","Reglamento General de Protección de Datos (RGPD)","https://eur-lex.europa.eu/legal-content/ES/TXT/PDF/?uri=CELEX:32016R0679","ya_existia",".\documentos\nucleo\Union_Europea\Reglamento_UE_2016_679_Reglamento_General_de_Proteccion_de_Datos_RGPD_1dbf7fcb31.pdf","1024768","a2fa3289de2f124c92748a181ad1499411b24ee3d26c74bd12781afa43cfa481","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2007-6115","Ley Orgánica 3/2007, de 22 de marzo, para la igualdad efectiva de mujeres y hombres","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-6115-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2007-6115_Ley_Organica_3_2007_de_22_de_marzo_para_la_igualdad_efectiva_de_m_7bf7e31470.pdf","515380","aab1e0d9c3c4bf358ffc7e04a5c60d3606256d34e14f3839e896a886dc020465","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2022-11589","Ley 15/2022, de 12 de julio, integral para la igualdad de trato y la no discriminación","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-11589-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2022-11589_Ley_15_2022_de_12_de_julio_integral_para_la_igualdad_de_trato_y_l_6170df7835.pdf","336839","bd99dbb3235b841adb7b4ff303e9c2f51395e8d6e1fdd81112659150052b5974","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2013-12632","Real Decreto Legislativo 1/2013, de 29 de noviembre, Ley General de derechos de las personas con discapacidad","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-12632-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2013-12632_Real_Decreto_Legislativo_1_2013_de_29_de_noviembre_Ley_General_de_1d94a15a67.pdf","412036","f51b9ada5c412b9741799da14880ab5add2c2ccc4439b75e0e32e0bf185fa80a","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-1995-24292","Ley 31/1995, de 8 de noviembre, de Prevención de Riesgos Laborales","https://www.boe.es/buscar/pdf/1995/BOE-A-1995-24292-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1995-24292_Ley_31_1995_de_8_de_noviembre_de_Prevencion_de_Riesgos_Laborales_76017c24ca.pdf","341645","6f88b41618c7f78dfa69acd1f77cf33b08187a91870f6c5e38d698300fc79e2f","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-1997-1853","Real Decreto 39/1997, de 17 de enero, Reglamento de los Servicios de Prevención","https://www.boe.es/buscar/pdf/1997/BOE-A-1997-1853-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1997-1853_Real_Decreto_39_1997_de_17_de_enero_Reglamento_de_los_Servicios_d_bad4bf5022.pdf","354520","067c70f401f01597f54311d4143cc192e776d29d7855659c42a8e2064b57ba96","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2023-4513","Ley 2/2023, de 20 de febrero, de protección de informantes y lucha contra la corrupción","https://www.boe.es/buscar/pdf/2023/BOE-A-2023-4513-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2023-4513_Ley_2_2023_de_20_de_febrero_de_proteccion_de_informantes_y_lucha_150c4d731c.pdf","382782","92a41e06bcc720c64e17a2c85816b01afe46228201c5f081ee2638232f5a0472","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-1996-8930","Real Decreto Legislativo 1/1996, de 12 de abril, texto refundido de la Ley de Propiedad Intelectual","https://www.boe.es/buscar/pdf/1996/BOE-A-1996-8930-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-1996-8930_Real_Decreto_Legislativo_1_1996_de_12_de_abril_texto_refundido_de_f78d73f7c7.pdf","670420","42458597f9ea311636f3a757e6636b24c68876433af599fd77a08f0894b675c0","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2015-8328","Ley 24/2015, de 24 de julio, de Patentes","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-8328-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2015-8328_Ley_24_2015_de_24_de_julio_de_Patentes_802b6c66a1.pdf","580320","a9ba347b742e89b1da42618f1638fae9c100a9db006feb702cb6ddc03ccc2821","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2019-2364","Ley 1/2019, de 20 de febrero, de Secretos Empresariales","https://www.boe.es/buscar/pdf/2019/BOE-A-2019-2364-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2019-2364_Ley_1_2019_de_20_de_febrero_de_Secretos_Empresariales_48ee348972.pdf","223819","1f58b79d6557f0dbb6fc56e9ae25f9ea59c1439523ffdde9e64453db5d1fee03","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2002-1697","Real Decreto 55/2002, de 18 de enero, sobre explotación y cesión de invenciones de entes públicos de investigación","https://www.boe.es/buscar/pdf/2002/BOE-A-2002-1697-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2002-1697_Real_Decreto_55_2002_de_18_de_enero_sobre_explotacion_y_cesion_de_30ec13f134.pdf","870802","229215d3d89a07e839848d3032dbbf02ba29e4e4fc03eb95751e65e0ac69bc70","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2007-12945","Ley 14/2007, de 3 de julio, de Investigación biomédica","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-12945-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2007-12945_Ley_14_2007_de_3_de_julio_de_Investigacion_biomedica_bfb16cf053.pdf","378666","b7150d59feb83ed6cb27dcc0f9f8e0aa7c5ed7cd484c81515b9010c8b187d2b1","","2026-08-08T17:02:45+02:00"
"Estatal","BOE-A-2013-1337","Real Decreto 53/2013, de 1 de febrero, sobre protección de animales utilizados en experimentación","https://www.boe.es/buscar/pdf/2013/BOE-A-2013-1337-consolidado.pdf","ya_existia",".\documentos\nucleo\Estatal\BOE-A-2013-1337_Real_Decreto_53_2013_de_1_de_febrero_sobre_proteccion_de_animales_69308645c2.pdf","818219","5c59b0105fc74e7c2db4f23c904c0306696c49a9b5671cb9ee737085a98c3a6d","","2026-08-08T17:02:45+02:00"
"Autonómico valenciano","BOE-A-1982-17235","Ley Orgánica 5/1982, de 1 de julio, Estatuto de Autonomía de la Comunitat Valenciana","https://www.boe.es/buscar/pdf/1982/BOE-A-1982-17235-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-1982-17235_Ley_Organica_5_1982_de_1_de_julio_Estatuto_de_Autonomia_de_la_Com_797d51fb08.pdf","319948","87aacf62f1d1401dcb7fbc9c4357eef5b4a1df5849180097a57da07db79de56e","","2026-08-08T17:02:45+02:00"
"Autonómico valenciano","BOE-A-2007-6118","Ley 4/2007, de 9 de febrero, de coordinación del Sistema Universitario Valenciano","https://www.boe.es/buscar/pdf/2007/BOE-A-2007-6118-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2007-6118_Ley_4_2007_de_9_de_febrero_de_coordinacion_del_Sistema_Universita_7724429f37.pdf","232854","7f922cd4d33e241552f21e09c696a5aae83ac4c85dd02a520396e3a2f84260a6","","2026-08-08T17:02:45+02:00"
"Autonómico valenciano","BOE-A-2021-8880","Ley 4/2021, de 16 de abril, de la Función Pública Valenciana","https://www.boe.es/buscar/pdf/2021/BOE-A-2021-8880-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2021-8880_Ley_4_2021_de_16_de_abril_de_la_Funcion_Publica_Valenciana_b24cde24d2.pdf","804155","535a8f84e4d2c36dd2555fc40f58df1fc6e76cc28749e49ac926d9f6653475c3","","2026-08-08T17:02:45+02:00"
"Autonómico valenciano","BOE-A-2010-12629","Ley 10/2010, de 9 de julio, de ordenación y gestión de la Función Pública Valenciana","https://www.boe.es/buscar/pdf/2010/BOE-A-2010-12629-consolidado.pdf","descargado",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2010-12629_Ley_10_2010_de_9_de_julio_de_ordenacion_y_gestion_de_la_Funcion_P_fbe608dc0a.pdf","708558","6b7f4f8269e57252919528ccffeb368ca476ee28aae95b62318a76fc240ad10a","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","BOE-A-2009-7515","Ley 2/2009, de 14 de abril, de coordinación del sistema valenciano de investigación científica y desarrollo tecnológico","https://www.boe.es/buscar/pdf/2009/BOE-A-2009-7515-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2009-7515_Ley_2_2009_de_14_de_abril_de_coordinacion_del_sistema_valenciano_7f963c0cfe.pdf","412878","46ec28680e9b30550aff27e403f8758419eeea1dbbf68f4aa78c70dd2dfb1778","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","BOE-A-2022-8187","Ley 1/2022, de 13 de abril, de Transparencia y Buen Gobierno de la Comunitat Valenciana","https://www.boe.es/buscar/pdf/2022/BOE-A-2022-8187-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2022-8187_Ley_1_2022_de_13_de_abril_de_Transparencia_y_Buen_Gobierno_de_la_dd2de48ef1.pdf","450948","e2285ca30ea494329680e3f1728715e8be571057e1c3b16df644990629c3d763","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","BOE-A-2015-1952","Ley 1/2015, de 6 de febrero, de Hacienda Pública, Sector Público Instrumental y Subvenciones","https://www.boe.es/buscar/pdf/2015/BOE-A-2015-1952-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2015-1952_Ley_1_2015_de_6_de_febrero_de_Hacienda_Publica_Sector_Publico_Ins_ab082937f8.pdf","596992","8cd9d4ca8d3b1cd6d6cba59b471c8a583f32fbd732f2ddd497ae0aea685e4ef4","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","BOE-A-1984-1851","Ley 4/1983, de 23 de noviembre, de uso y enseñanza del valenciano","https://www.boe.es/buscar/pdf/1984/BOE-A-1984-1851-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-1984-1851_Ley_4_1983_de_23_de_noviembre_de_uso_y_ensenanza_del_valenciano_a51cc5625d.pdf","185882","83afe074bbddd174a239a079773f7ca1e11e57630c0a7866569c4e4a4b77c6a6","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","BOE-A-2003-9334","Ley 9/2003, de 2 de abril, para la igualdad entre mujeres y hombres","https://www.boe.es/buscar/pdf/2003/BOE-A-2003-9334-consolidado.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\BOE-A-2003-9334_Ley_9_2003_de_2_de_abril_para_la_igualdad_entre_mujeres_y_hombres_4554298241.pdf","203659","b5b29cc09bb3119044dfd33d74581af7391c8f88a69809c83f5fe5a0e2dbfcc1","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","Decreto 174/2002 y Decreto 83/2023","Decreto 174/2002, de 15 de octubre, sobre PDI contratado laboral y retribuciones adicionales, modificado para adaptación a la LOSU","https://dogv.gva.es/datos/consolidacion/2002/D_2002_174_ca_D_2023_083.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\Decreto_174_2002_y_Decreto_83_2023_Decreto_174_2002_de_15_de_octubre_sobre_PDI_contratado_laboral_y_cefe6b989a.pdf","1004085","dcae60b4e987ef8d96ba2b49531721dea7795b71c9bf8b81c3d707cd08ab1c2e","","2026-08-08T17:02:48+02:00"
"Autonómico valenciano","DOGV 2023/11712","Convenio colectivo del personal laboral de las universidades públicas de la Comunitat Valenciana","https://dogv.gva.es/datos/2023/11/30/pdf/2023_11712.pdf","ya_existia",".\documentos\nucleo\Autonomico_valenciano\DOGV_2023_11712_Convenio_colectivo_del_personal_laboral_de_las_universidades_publ_03a3e63899.pdf","1305689","a361dbe329c5fd8590b37d12f17f611b83576619719305b45fc2b3d72450e20d","","2026-08-08T17:02:48+02:00"
